idade,tipo de emprego,estado civil,educação,inadimplência,saldo (em euros),habitação,empréstimo,contato,dia,mês,duração (em segundos),campanha,pdias,anterior,presultado,y
35,administrador,casado,secundário,não,0,não,não,desconhecido,7,maio,326,1,-1,0,desconhecido,não
50,técnico,divorciado,desconhecido,não,2706,sim,não,desconhecido,28,maio,179,3,-1,0,desconhecido,não
32,técnico,casado,secundário,sim,4,sim,sim,celular,25,agosto,132,8,-1,0,desconhecido,não
51,administrador,casado,secundário,não,423,sim,sim,celular,16,outubro,95,1,-1,0,desconhecido,não
51,gerente,casado,terciário,não,-892,sim,sim,celular,14,agosto,248,2,-1,0,desconhecido,não
31,operário,casado,desconhecido,não,-120,sim,não,celular,3,fevereiro,100,3,201,2,falha,não
41,administrador,divorciado,secundário,não,-365,sim,não,desconhecido,28,maio,226,10,-1,0,desconhecido,não
57,técnico,casado,terciário,não,27069,não,sim,desconhecido,20,junho,174,3,-1,0,desconhecido,não
34,gerente,solteiro,terciário,não,8038,sim,não,celular,20,abril,29,3,152,1,falha,não
47,técnico,casado,secundário,não,-938,sim,não,desconhecido,28,maio,176,2,-1,0,desconhecido,não
47,administrador,divorciado,secundário,não,1139,sim,não,celular,11,julho,106,2,-1,0,desconhecido,não
36,autônomo,casado,secundário,não,189,sim,não,celular,19,novembro,136,1,120,1,falha,não
29,empregada doméstica,solteiro,terciário,não,19,não,não,celular,5,fevereiro,110,2,64,2,sucesso,sim
39,técnico,casado,secundário,não,3663,não,não,celular,11,agosto,230,3,-1,0,desconhecido,não
53,operário,solteiro,desconhecido,não,0,não,não,desconhecido,12,maio,140,7,-1,0,desconhecido,não
47,operário,casado,secundário,sim,-614,sim,não,desconhecido,26,maio,118,2,-1,0,desconhecido,não
51,técnico,divorciado,secundário,não,2323,sim,sim,celular,18,agosto,151,10,-1,0,desconhecido,não
48,operário,casado,secundário,não,425,sim,não,telefone,9,julho,693,2,-1,0,desconhecido,não
32,técnico,casado,secundário,não,5122,não,não,celular,13,agosto,31,1,-1,0,desconhecido,não
36,gerente,divorciado,terciário,não,608,não,não,celular,26,agosto,125,2,-1,0,desconhecido,não
50,desconhecido,casado,primario,não,341,sim,sim,celular,20,abril,670,4,340,2,sucesso,sim
39,administrador,casado,secundário,não,607,sim,não,celular,12,maio,454,2,364,3,falha,sim
31,operário,casado,secundário,não,1495,sim,sim,desconhecido,23,maio,159,3,-1,0,desconhecido,não
49,administrador,casado,secundário,não,381,não,não,celular,5,agosto,504,2,-1,0,desconhecido,não
33,desempregado,divorciado,secundário,não,385,não,não,telefone,27,agosto,29,28,-1,0,desconhecido,não
26,gerente,solteiro,terciário,não,1274,sim,não,celular,1,junho,190,1,84,1,falha,não
27,operário,casado,secundário,não,362,sim,não,desconhecido,14,maio,332,2,-1,0,desconhecido,não
51,operário,casado,primario,não,377,sim,não,telefone,3,fevereiro,143,4,272,1,falha,não
26,administrador,solteiro,secundário,não,802,não,não,celular,30,janeiro,77,1,2,2,outro,não
45,administrador,casado,secundário,não,194,não,não,celular,31,julho,517,4,-1,0,desconhecido,não
54,técnico,casado,secundário,não,-315,não,sim,celular,10,julho,2029,1,-1,0,desconhecido,sim
49,técnico,casado,terciário,não,1843,sim,não,celular,25,maio,269,1,-1,0,desconhecido,não
47,técnico,casado,secundário,não,-9,não,não,celular,14,agosto,457,2,-1,0,desconhecido,não
42,empregada doméstica,casado,primario,não,83,não,sim,celular,7,agosto,184,1,-1,0,desconhecido,não
50,empresário,casado,terciário,não,433,sim,não,celular,18,maio,47,4,-1,0,desconhecido,não
37,administrador,casado,secundário,não,-107,sim,não,desconhecido,28,maio,158,2,-1,0,desconhecido,não
54,operário,casado,primario,não,4503,não,não,telefone,21,novembro,168,3,-1,0,desconhecido,não
40,serviços gerais,casado,secundário,não,51,sim,não,celular,11,maio,50,1,-1,0,desconhecido,não
50,serviços gerais,casado,secundário,não,961,não,sim,celular,14,agosto,757,4,-1,0,desconhecido,não
57,aposentado,casado,secundário,não,49,sim,sim,celular,25,agosto,93,4,-1,0,desconhecido,não
33,técnico,casado,secundário,não,3470,não,não,celular,11,agosto,285,2,-1,0,desconhecido,não
49,técnico,casado,secundário,não,-147,sim,não,celular,20,abril,390,1,-1,0,desconhecido,não
35,serviços gerais,casado,secundário,não,0,sim,não,celular,18,maio,146,2,-1,0,desconhecido,não
28,operário,solteiro,secundário,não,0,sim,não,desconhecido,28,maio,386,1,-1,0,desconhecido,não
58,gerente,casado,terciário,não,172,não,não,celular,19,agosto,145,7,-1,0,desconhecido,não
31,administrador,solteiro,secundário,não,-407,não,sim,celular,7,julho,230,1,-1,0,desconhecido,não
36,gerente,divorciado,terciário,não,649,não,não,celular,16,julho,237,2,91,1,falha,não
49,operário,solteiro,primario,não,1040,não,não,celular,8,julho,474,2,-1,0,desconhecido,não
30,desempregado,casado,secundário,não,142,sim,não,desconhecido,20,maio,350,4,-1,0,desconhecido,não
29,serviços gerais,solteiro,secundário,não,209,sim,não,celular,28,julho,487,7,-1,0,desconhecido,não
50,gerente,casado,desconhecido,não,3304,não,não,desconhecido,5,junho,1009,2,-1,0,desconhecido,não
26,estudante,solteiro,terciário,não,294,não,não,celular,5,março,87,1,91,2,sucesso,sim
27,empregada doméstica,casado,secundário,não,4848,sim,sim,telefone,23,julho,82,3,-1,0,desconhecido,não
32,operário,solteiro,secundário,não,1670,sim,não,celular,18,maio,183,1,-1,0,desconhecido,não
62,desconhecido,casado,secundário,não,367,não,não,telefone,2,março,139,5,-1,0,desconhecido,não
34,operário,solteiro,secundário,não,13683,sim,não,desconhecido,3,junho,115,3,-1,0,desconhecido,não
25,administrador,solteiro,terciário,não,1420,não,não,celular,8,abril,124,2,-1,0,desconhecido,não
34,gerente,solteiro,terciário,não,340,sim,não,desconhecido,3,junho,633,28,-1,0,desconhecido,não
44,técnico,solteiro,secundário,não,1679,não,não,telefone,20,outubro,718,1,-1,0,desconhecido,sim
38,gerente,casado,terciário,não,1198,sim,não,celular,2,fevereiro,63,1,-1,0,desconhecido,não
57,administrador,casado,secundário,não,169,não,não,celular,14,agosto,180,1,106,2,falha,não
36,autônomo,casado,terciário,não,506,não,não,celular,25,agosto,47,1,120,1,falha,não
41,empresário,casado,secundário,não,1249,sim,não,celular,9,julho,391,1,-1,0,desconhecido,não
36,gerente,solteiro,terciário,não,678,não,sim,desconhecido,4,julho,85,3,-1,0,desconhecido,não
27,gerente,solteiro,terciário,não,212,sim,não,celular,15,maio,373,1,-1,0,desconhecido,não
37,técnico,divorciado,secundário,não,23,não,não,celular,20,agosto,289,2,-1,0,desconhecido,não
47,gerente,solteiro,terciário,não,4402,não,não,telefone,10,dezembro,805,1,190,1,outro,sim
31,serviços gerais,divorciado,primario,não,459,sim,não,celular,7,maio,623,1,293,1,sucesso,sim
39,autônomo,casado,secundário,não,4722,sim,não,desconhecido,17,junho,483,1,-1,0,desconhecido,não
35,administrador,divorciado,terciário,não,1555,sim,não,desconhecido,9,maio,26,2,-1,0,desconhecido,não
40,operário,casado,secundário,não,61,sim,não,desconhecido,7,maio,112,3,-1,0,desconhecido,não
38,gerente,solteiro,terciário,não,0,sim,não,celular,17,novembro,213,2,-1,0,desconhecido,não
31,técnico,casado,secundário,não,3706,sim,não,celular,20,novembro,129,1,-1,0,desconhecido,não
36,operário,casado,primario,não,1177,não,não,celular,15,abril,330,1,311,4,sucesso,sim
53,gerente,casado,primario,não,2096,não,não,desconhecido,9,junho,104,1,-1,0,desconhecido,não
59,operário,casado,primario,não,748,não,não,desconhecido,29,maio,184,1,-1,0,desconhecido,não
29,gerente,solteiro,terciário,não,3357,não,não,celular,21,julho,120,3,-1,0,desconhecido,não
30,administrador,solteiro,secundário,não,3809,sim,não,desconhecido,3,junho,159,4,-1,0,desconhecido,não
52,administrador,casado,secundário,não,395,sim,não,desconhecido,15,maio,391,3,-1,0,desconhecido,não
55,operário,casado,secundário,não,1011,sim,não,celular,12,agosto,112,2,-1,0,desconhecido,não
56,operário,casado,primario,não,420,sim,não,desconhecido,9,maio,76,1,-1,0,desconhecido,não
32,administrador,casado,secundário,não,76,sim,não,desconhecido,21,maio,189,2,-1,0,desconhecido,não
24,operário,casado,secundário,não,0,não,não,desconhecido,28,maio,94,1,-1,0,desconhecido,não
51,operário,casado,primario,não,844,sim,não,desconhecido,29,maio,184,3,-1,0,desconhecido,não
36,gerente,casado,terciário,não,1318,sim,não,celular,7,agosto,100,2,-1,0,desconhecido,não
36,técnico,casado,terciário,não,167,sim,não,celular,28,janeiro,57,1,-1,0,desconhecido,não
42,gerente,casado,terciário,não,2187,sim,não,celular,17,novembro,525,3,-1,0,desconhecido,sim
49,administrador,casado,secundário,não,14440,sim,não,celular,21,novembro,60,1,-1,0,desconhecido,não
48,gerente,casado,secundário,não,2294,sim,não,desconhecido,26,maio,251,11,-1,0,desconhecido,não
36,gerente,casado,secundário,não,80,sim,não,desconhecido,30,maio,251,3,-1,0,desconhecido,não
48,gerente,casado,primario,não,2537,não,não,celular,26,agosto,219,6,-1,0,desconhecido,não
30,técnico,casado,terciário,não,569,não,não,celular,27,agosto,976,12,-1,0,desconhecido,sim
27,gerente,solteiro,terciário,sim,0,não,sim,celular,8,julho,46,1,-1,0,desconhecido,não
38,empresário,casado,terciário,não,0,sim,não,celular,18,novembro,185,3,-1,0,desconhecido,não
36,técnico,solteiro,secundário,sim,12,não,não,celular,12,agosto,587,2,-1,0,desconhecido,sim
45,técnico,casado,secundário,não,49,não,não,celular,29,julho,65,2,-1,0,desconhecido,não
44,empregada doméstica,casado,terciário,não,460,não,não,desconhecido,17,junho,491,1,-1,0,desconhecido,não
42,técnico,casado,secundário,não,613,sim,não,celular,11,maio,432,2,-1,0,desconhecido,não
37,empresário,casado,terciário,não,7944,não,não,celular,21,novembro,102,1,-1,0,desconhecido,não
48,operário,casado,secundário,não,1143,sim,não,celular,17,abril,264,1,317,1,falha,não
57,aposentado,casado,primario,não,-464,sim,não,celular,4,fevereiro,75,1,190,6,falha,não
44,serviços gerais,casado,secundário,não,1989,sim,sim,celular,20,abril,106,2,-1,0,desconhecido,não
48,técnico,casado,secundário,não,17,sim,sim,celular,17,novembro,81,1,-1,0,desconhecido,não
56,aposentado,casado,primario,não,-1,não,não,celular,27,agosto,89,23,-1,0,desconhecido,não
37,gerente,casado,terciário,não,1698,sim,não,desconhecido,6,junho,95,2,-1,0,desconhecido,não
47,operário,casado,secundário,não,5306,sim,não,desconhecido,15,maio,322,1,-1,0,desconhecido,não
54,empregada doméstica,casado,desconhecido,não,0,não,não,celular,14,abril,94,5,145,3,outro,não
51,aposentado,divorciado,secundário,não,1679,não,não,celular,12,agosto,417,1,365,9,outro,sim
47,administrador,casado,secundário,não,3676,não,não,celular,18,outubro,567,1,95,3,sucesso,sim
25,gerente,casado,terciário,não,-242,sim,sim,celular,18,maio,600,4,332,4,outro,sim
39,serviços gerais,solteiro,secundário,não,471,não,não,desconhecido,15,outubro,5,1,-1,0,desconhecido,não
40,gerente,casado,terciário,não,8902,sim,não,celular,14,agosto,464,5,-1,0,desconhecido,não
38,gerente,solteiro,terciário,não,1704,não,não,celular,1,setembro,222,1,-1,0,desconhecido,não
34,gerente,casado,terciário,não,3050,sim,não,celular,13,maio,469,1,-1,0,desconhecido,sim
53,empregada doméstica,casado,primario,não,2581,não,não,celular,15,abril,99,1,-1,0,desconhecido,não
32,serviços gerais,casado,secundário,não,162,sim,não,desconhecido,14,maio,297,2,-1,0,desconhecido,não
35,operário,casado,secundário,não,243,sim,não,celular,20,abril,41,3,-1,0,desconhecido,não
24,estudante,solteiro,secundário,não,1847,não,não,celular,9,dezembro,390,1,-1,0,desconhecido,não
58,operário,casado,primario,não,0,sim,não,desconhecido,29,maio,535,2,-1,0,desconhecido,não
49,gerente,casado,primario,não,3371,não,não,celular,11,novembro,269,2,-1,0,desconhecido,sim
45,serviços gerais,solteiro,secundário,não,1757,sim,não,celular,20,abril,1010,3,326,1,outro,não
55,gerente,casado,terciário,não,171,sim,não,celular,8,agosto,73,6,-1,0,desconhecido,não
42,empresário,casado,terciário,não,157,sim,sim,desconhecido,7,maio,650,1,-1,0,desconhecido,não
28,administrador,casado,secundário,não,934,sim,não,desconhecido,4,julho,53,2,-1,0,desconhecido,não
48,operário,casado,secundário,não,-19,não,sim,desconhecido,4,julho,270,1,-1,0,desconhecido,não
51,gerente,solteiro,terciário,sim,-55,sim,não,celular,18,agosto,119,6,-1,0,desconhecido,não
38,empregada doméstica,casado,primario,não,21,não,não,celular,26,agosto,634,2,-1,0,desconhecido,não
27,operário,solteiro,secundário,não,14,não,não,desconhecido,14,maio,72,2,-1,0,desconhecido,não
50,técnico,solteiro,secundário,não,246,sim,não,celular,17,novembro,270,1,123,2,falha,não
44,operário,casado,primario,não,887,sim,não,celular,12,maio,165,2,363,1,falha,não
40,gerente,casado,terciário,não,51,não,não,celular,19,agosto,164,2,-1,0,desconhecido,não
29,serviços gerais,solteiro,secundário,não,-287,sim,não,celular,18,maio,196,1,-1,0,desconhecido,não
34,serviços gerais,casado,secundário,não,0,sim,não,celular,14,julho,78,4,-1,0,desconhecido,não
44,autônomo,solteiro,terciário,não,2734,sim,não,celular,12,maio,897,4,-1,0,desconhecido,sim
50,empresário,casado,terciário,não,52,não,não,celular,31,julho,22,8,-1,0,desconhecido,não
34,gerente,casado,terciário,não,2594,sim,não,celular,21,novembro,161,3,-1,0,desconhecido,não
54,aposentado,divorciado,primario,não,22,não,não,desconhecido,20,junho,23,4,-1,0,desconhecido,não
34,técnico,casado,terciário,não,1611,sim,não,celular,11,maio,490,2,-1,0,desconhecido,não
34,administrador,solteiro,terciário,não,18,sim,sim,celular,30,abril,359,1,-1,0,desconhecido,sim
52,operário,casado,primario,não,1331,sim,não,celular,29,julho,213,2,-1,0,desconhecido,não
60,desconhecido,casado,desconhecido,não,7337,não,não,celular,4,agosto,122,1,-1,0,desconhecido,não
39,gerente,solteiro,secundário,não,835,sim,não,desconhecido,29,maio,587,4,-1,0,desconhecido,não
58,aposentado,casado,primario,não,5092,não,não,desconhecido,11,junho,199,6,-1,0,desconhecido,não
41,técnico,divorciado,secundário,não,52,não,não,celular,20,agosto,261,2,-1,0,desconhecido,não
48,técnico,casado,secundário,não,10655,não,não,telefone,31,julho,5,3,-1,0,desconhecido,não
58,gerente,casado,terciário,não,1831,não,não,celular,17,novembro,1531,1,-1,0,desconhecido,não
40,autônomo,casado,primario,não,92,sim,não,desconhecido,13,maio,92,1,-1,0,desconhecido,não
48,gerente,casado,terciário,não,586,sim,sim,celular,6,maio,179,2,-1,0,desconhecido,não
52,operário,divorciado,primario,não,1758,sim,não,desconhecido,15,maio,41,1,-1,0,desconhecido,não
50,autônomo,casado,secundário,não,2061,sim,sim,celular,29,janeiro,197,2,244,3,falha,não
25,técnico,solteiro,secundário,não,959,não,não,celular,9,julho,144,5,-1,0,desconhecido,não
54,aposentado,casado,primario,não,208,não,não,desconhecido,12,maio,255,1,-1,0,desconhecido,não
34,serviços gerais,casado,secundário,não,-315,sim,não,desconhecido,8,maio,56,2,-1,0,desconhecido,não
48,gerente,casado,terciário,sim,-13,sim,não,celular,15,maio,20,6,291,2,outro,não
37,administrador,casado,terciário,não,801,não,não,celular,11,agosto,331,7,-1,0,desconhecido,não
66,aposentado,casado,terciário,não,1948,não,não,celular,28,janeiro,216,1,91,4,sucesso,sim
32,gerente,solteiro,terciário,não,751,sim,não,desconhecido,8,maio,64,1,-1,0,desconhecido,não
45,operário,casado,secundário,não,784,sim,sim,desconhecido,3,junho,34,1,-1,0,desconhecido,não
43,operário,solteiro,secundário,não,24,não,não,celular,12,maio,68,1,363,1,falha,não
41,gerente,casado,terciário,não,72,sim,não,desconhecido,7,maio,764,3,-1,0,desconhecido,não
40,técnico,divorciado,terciário,não,1871,sim,não,celular,17,novembro,64,1,-1,0,desconhecido,não
44,serviços gerais,solteiro,secundário,não,1378,sim,não,desconhecido,8,maio,257,2,-1,0,desconhecido,não
43,operário,casado,primario,não,188,sim,não,celular,12,maio,58,3,347,5,falha,não
30,desconhecido,solteiro,terciário,não,6836,não,não,celular,27,fevereiro,30,3,-1,0,desconhecido,não
32,serviços gerais,casado,secundário,não,61,sim,não,celular,8,julho,529,5,-1,0,desconhecido,não
57,administrador,casado,secundário,não,-967,sim,não,telefone,15,maio,8,7,-1,0,desconhecido,não
31,operário,solteiro,terciário,não,462,sim,sim,desconhecido,19,maio,147,1,-1,0,desconhecido,não
49,desconhecido,casado,secundário,não,0,não,não,celular,28,agosto,173,2,-1,0,desconhecido,não
31,administrador,solteiro,secundário,não,5527,sim,não,desconhecido,21,maio,132,1,-1,0,desconhecido,não
41,administrador,casado,terciário,não,1287,não,não,desconhecido,16,junho,286,1,-1,0,desconhecido,não
44,gerente,casado,terciário,não,17361,não,não,desconhecido,18,junho,476,1,-1,0,desconhecido,não
54,empresário,casado,desconhecido,não,1956,não,não,celular,19,novembro,221,5,-1,0,desconhecido,não
37,operário,divorciado,secundário,não,0,sim,não,celular,21,abril,146,4,-1,0,desconhecido,sim
34,gerente,casado,secundário,não,-294,sim,não,desconhecido,27,maio,532,2,-1,0,desconhecido,não
43,técnico,casado,secundário,não,275,não,não,celular,25,agosto,69,6,-1,0,desconhecido,não
44,gerente,casado,terciário,não,724,sim,não,celular,17,novembro,157,2,172,1,falha,não
44,serviços gerais,casado,secundário,não,27,não,não,celular,25,maio,485,1,-1,0,desconhecido,não
